homework,assignment_id,feedback,relevance,concreteness,constructive,relevance_confidence,concreteness_confidence,constructive_confidence
HW1,,是，很棒,0,0,0,0.0018038857961073518,0.0014945996226742864,0.0020917293149977922
HW1,,是 ，整齊，但tab不符合規範,1,0,0,0.9935401082038879,0.004121131729334593,0.0035058981738984585
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,沒有輸入Java Doc,1,1,0,0.9941906929016113,0.9968414306640625,0.0015421021962538362
HW1,,符合題目要求,1,0,0,0.9588297605514526,0.0016539838397875428,0.0012236591428518295
HW1,,是 非常整齊,1,0,0,0.990759015083313,0.003035459201782942,0.002604162320494652
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,註解符合Java Doc規範，也滿清楚的,1,1,0,0.9964978098869324,0.9975664615631104,0.0031367959454655647
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,沒有javadoc,1,0,0,0.9882004261016846,0.008211727254092693,0.0010171507019549608
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,"System.out.println(""Hello World"");",1,0,0,0.9177942276000977,0.0020232226233929396,0.0008108005858957767
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,沒有JavaDoc,1,1,0,0.994224488735199,0.9904361367225647,0.0008874903433024883
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,有阿,0,0,0,0.002185366116464138,0.0012860867427662015,0.0017229124205186963
HW1,,跟我家一樣整齊,1,0,0,0.9876881241798401,0.0024548324290663004,0.002236295724287629
HW1,,有的,0,0,0,0.0022814080584794283,0.001241882680915296,0.0017086992738768458
HW1,,完美,0,0,0,0.0019960743375122547,0.0014589575584977865,0.0019004343776032329
HW1,,太強了,0,0,0,0.0018717847997322679,0.001444729627110064,0.0020348362158983946
HW1,,沒有JavaDoc，太壞了吧,1,0,0,0.977372944355011,0.018589381128549576,0.0007143097463995218
HW1,,Good,0,0,0,0.001957312226295471,0.0013978466158732772,0.0019160285592079163
HW1,,Perfect,0,0,0,0.001957312226295471,0.0013978466158732772,0.0019160285592079163
HW1,,Excellent,0,0,0,0.001957312226295471,0.0013978466158732772,0.0019160285592079163
HW1,,Great,0,0,0,0.001957312226295471,0.0013978466158732772,0.0019160285592079163
HW1,,Awesome,0,0,0,0.001957312226295471,0.0013978466158732772,0.0019160285592079163
HW1,,Dynamite,0,0,0,0.001957312226295471,0.0013978466158732772,0.0019160285592079163
HW1,,"""Hello World!"" not ""hello world"" ",1,1,0,0.9930152893066406,0.9980351328849792,0.0020909232553094625
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,Hello World! not hello world,1,1,0,0.9941790103912354,0.9978797435760498,0.0021121264435350895
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,未完成作業,1,0,0,0.987704873085022,0.0027521662414073944,0.0025323457084596157
HW1,,很整齊,1,0,0,0.9898695349693298,0.0027912864461541176,0.002752905711531639
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,沒有JavaDoc,1,1,0,0.994224488735199,0.9904361367225647,0.0008874903433024883
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,是,0,0,0,0.0021503535099327564,0.0013251049676910043,0.0017767467070370913
HW1,,是,0,0,0,0.0021503535099327564,0.0013251049676910043,0.0017767467070370913
HW1,,式,0,0,0,0.0021375236101448536,0.0013022697530686855,0.001810727291740477
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,式,0,0,0,0.0021375236101448536,0.0013022697530686855,0.001810727291740477
HW1,,否,0,0,0,0.0021372449118644,0.0013394246343523264,0.0018157821614295244
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,"似乎沒有耶......？我這邊沒看到QAQ
",0,0,0,0.0022321862634271383,0.0012912312522530556,0.001839220174588263
HW1,,是的喔！,0,0,0,0.0018769829766824841,0.0014008731814101338,0.001973628532141447
HW1,,這次不需要來著,0,0,0,0.002593620214611292,0.0011432443279772997,0.0017449228325858712
HW1,,是的,0,0,0,0.002179472241550684,0.0012730560265481472,0.0017387623665854335
HW1,,棒棒搭~,0,0,0,0.0018153932178393006,0.0014720766339451075,0.0021279295906424522
HW1,,太趕了，我懂,0,0,0,0.0025483332574367523,0.0011736082378774881,0.0016390092205256224
HW1,,沒有印出HelloWord呢,1,0,0,0.9932122230529785,0.0075165159069001675,0.0017281100153923035
HW1,,空格要用space不是tab喔~,1,1,1,0.9881275296211243,0.997715950012207,0.9994521737098694
HW1,,這次不用印變數,1,1,0,0.9964979887008667,0.5449581146240234,0.00999524723738432
HW1,,完美~,0,0,0,0.0018869111081585288,0.0015448395861312747,0.0020498575177043676
HW1,,目前不用,0,0,0,0.0495973601937294,0.0006999662728048861,0.0006580326589755714
HW1,,沒有打JAVADoc,1,1,0,0.993461012840271,0.9953409433364868,0.0011641064193099737
HW1,,muy bien,0,0,0,0.002005763119086623,0.0014360161731019616,0.001810978865250945
HW1,,muy bien,0,0,0,0.002005763119086623,0.0014360161731019616,0.001810978865250945
HW1,,muy bien,0,0,0,0.002005763119086623,0.0014360161731019616,0.001810978865250945
HW1,,muy bien,0,0,0,0.002005763119086623,0.0014360161731019616,0.001810978865250945
HW1,,muy bien,0,0,0,0.002005763119086623,0.0014360161731019616,0.001810978865250945
HW1,,muy bien,0,0,0,0.002005763119086623,0.0014360161731019616,0.001810978865250945
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,可,0,0,0,0.0021049908827990294,0.0013035564916208386,0.0018265056423842907
HW1,,可,0,0,0,0.0021049908827990294,0.0013035564916208386,0.0018265056423842907
HW1,,可,0,0,0,0.0021049908827990294,0.0013035564916208386,0.0018265056423842907
HW1,,可,0,0,0,0.0021049908827990294,0.0013035564916208386,0.0018265056423842907
HW1,,可,0,0,0,0.0021049908827990294,0.0013035564916208386,0.0018265056423842907
HW1,,可,0,0,0,0.0021049908827990294,0.0013035564916208386,0.0018265056423842907
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,連印出Hello World! 都沒辦法,1,1,0,0.9947847723960876,0.9975801706314087,0.0023806116078048944
HW1,,連寫都沒寫，沒有排版可言,1,0,0,0.9870953559875488,0.0028693582862615585,0.0023952126502990723
HW1,,本次無變數使用,1,1,0,0.994474470615387,0.9960643649101257,0.001377281965687871
HW1,,有,0,0,0,0.0022953287698328495,0.001247034058906138,0.0016720209969207644
HW1,,有,0,0,0,0.0022953287698328495,0.001247034058906138,0.0016720209969207644
HW1,,沒有寫JavaDoc,1,1,0,0.9923304319381714,0.8156602382659912,0.0004897300968877971
HW1,,依舊沒寫,1,0,0,0.9603192806243896,0.001579147414304316,0.0013356214622035623
HW1,,依舊沒寫,1,0,0,0.9603192806243896,0.001579147414304316,0.0013356214622035623
HW1,,本次無變數使用,1,1,0,0.994474470615387,0.9960643649101257,0.001377281965687871
HW1,,依舊沒寫,1,0,0,0.9603192806243896,0.001579147414304316,0.0013356214622035623
HW1,,依舊沒寫,1,0,0,0.9603192806243896,0.001579147414304316,0.0013356214622035623
HW1,,依舊沒寫,1,0,0,0.9603192806243896,0.001579147414304316,0.0013356214622035623
HW1,,符合題目要求,1,0,0,0.9588298797607422,0.0016539838397875428,0.0012236591428518295
HW1,,排版整齊,1,0,0,0.9895024299621582,0.0022928284015506506,0.003361835377290845
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,符合JavaDoc規範,1,0,0,0.9937348961830139,0.01474169734865427,0.0011632982641458511
HW1,,有印出Hello World!,1,1,0,0.9950548410415649,0.9968709349632263,0.0017611343646422029
HW1,,排版整齊,1,0,0,0.9895024299621582,0.0022928284015506506,0.003361835377290845
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,詳細的註解,1,0,0,0.9920146465301514,0.0037734697107225657,0.003394908271729946
HW1,,阿你程式碼呢,0,0,0,0.162714883685112,0.0005051273619756103,0.0010387038346379995
HW1,,超乾淨,0,0,0,0.00222138618119061,0.00125107541680336,0.0017820640932768583
HW1,,不要睡覺,0,0,0,0.002391244051977992,0.0012108000228181481,0.0018041038420051336
HW1,,?,0,0,0,0.0021820133551955223,0.0013138445792719722,0.0017209640936926007
HW1,,?,0,0,0,0.0021820133551955223,0.0013138445792719722,0.0017209640936926007
HW1,,?,0,0,0,0.0021820133551955223,0.0013138445792719722,0.0017209640936926007
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,優秀,0,0,0,0.0019399176817387342,0.0014867130666971207,0.0019304434536024928
HW1,,很棒,0,0,0,0.0019001251785084605,0.0014425484696403146,0.001987384632229805
HW1,,很好,0,0,0,0.001959695480763912,0.0014342046342790127,0.0018991016549989581
HW1,,優質,0,0,0,0.0020749112591147423,0.0014268095837906003,0.001833990914747119
HW1,,100分,0,0,0,0.0021640274208039045,0.0013347725616768003,0.001738108927384019
HW1,,讚,0,0,0,0.0020218079444020987,0.0013546679401770234,0.0018910726066678762
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,沒有JavaDoc,1,1,0,0.994224488735199,0.9904361367225647,0.0008874903433024883
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767467070370913
HW1,,"Hello bro
hola bro muy bien la",0,0,0,0.0025691348128020763,0.0013549994910135865,0.0015610280679538846
HW1,,我覺得可以,0,0,0,0.002383970655500889,0.001239432254806161,0.0016402110923081636
HW1,,可,0,0,0,0.0021049908827990294,0.0013035564916208386,0.0018265062244608998
HW1,,可,0,0,0,0.0021049908827990294,0.0013035564916208386,0.0018265062244608998
HW1,,可,0,0,0,0.0021049908827990294,0.0013035564916208386,0.0018265062244608998
HW1,,可,0,0,0,0.0021049908827990294,0.0013035564916208386,0.0018265062244608998
HW1,,有達到題目要求,1,0,0,0.9842277765274048,0.0024867746978998184,0.001745747053064406
HW1,,是 排版整齊,1,0,0,0.9912958145141602,0.0027163205668330193,0.00328397867269814
HW1,,符合標準,1,0,0,0.9750100374221802,0.0020696711726486683,0.001375620486214757
HW1,,符合命名標準,1,1,0,0.9969078898429871,0.8546596765518188,0.0014768617693334818
HW1,,是 達到撰寫標準,1,0,0,0.9933671355247498,0.004605108872056007,0.003260417375713587
HW1,,是 達到符合javadoc標準,1,1,0,0.9952925443649292,0.9938347339630127,0.002974027069285512
HW1,,無法執行,1,0,0,0.979769229888916,0.002083257306367159,0.0016047201352193952
HW1,,"是
",0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767457757145166
HW1,,沒辦法執行喔,0,0,0,0.04421074315905571,0.0005686327931471169,0.0008515517110936344
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251063646748662,0.0017767457757145166
HW1,,要print出 Hello World!,1,1,0,0.9947208166122437,0.9983856678009033,0.0032667010091245174
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,排版整齊，但不符合Google Checks的設定,1,1,0,0.9954302310943604,0.9973883032798767,0.002234267769381404
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,缺少Javadoc,1,1,0,0.9934902191162109,0.9756914973258972,0.0007370449020527303
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是,0,0,0,0.002150351647287607,0.0013251056661829352,0.0017767457757145166
HW1,,是，很棒,0,0,0,0.0018038857961073518,0.0014945996226742864,0.0020917293149977922
HW1,,很整齊,1,0,0,0.9898695349693298,0.0027912864461541176,0.0027529080398380756
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,是的,0,0,0,0.002179472241550684,0.0012730560265481472,0.0017387623665854335
HW1,,是，很好,0,0,0,0.0018449093913659453,0.001500993501394987,0.002033229684457183
HW1,,沒有打JavaDoc喔,1,1,0,0.9947861433029175,0.9977578520774841,0.002314481884241104
HW1,,是的,0,0,0,0.002179472241550684,0.0012730560265481472,0.0017387623665854335
HW1,,是的,0,0,0,0.002179472241550684,0.0012730560265481472,0.0017387623665854335
HW1,,是的,0,0,0,0.002179472241550684,0.0012730560265481472,0.0017387623665854335
HW1,,是的,0,0,0,0.002179472241550684,0.0012730560265481472,0.0017387623665854335
HW1,,是的,0,0,0,0.002179472241550684,0.0012730560265481472,0.0017387623665854335
HW1,,是的,0,0,0,0.002179472241550684,0.0012730560265481472,0.0017387623665854335
HW1,,讚,0,0,0,0.0020218079444020987,0.0013546679401770234,0.0018910726066678762
HW1,,下次跟標準,1,0,0,0.9674660563468933,0.0012689848663285375,0.003561666002497077
HW1,,讚,0,0,0,0.0020218079444020987,0.0013546679401770234,0.0018910726066678762
HW1,,讚,0,0,0,0.0020218079444020987,0.0013546679401770234,0.0018910726066678762
HW1,,讚,0,0,0,0.0020218079444020987,0.0013546679401770234,0.0018910726066678762
HW1,,下次加一下,1,0,0,0.9157702922821045,0.0007294546230696142,0.006372613366693258
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,很棒,0,0,0,0.0019001240143552423,0.0014425484696403146,0.001987384632229805
HW1,,很整齊,1,0,0,0.9898695349693298,0.0027912850491702557,0.002752907108515501
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,要記得寫JavaDoc喔><,1,1,1,0.9951748251914978,0.9988019466400146,0.9931976795196533
HW1,,"縮進符寫錯了，應該改成tab size:2, indent:2, continuation indent:4
",1,1,1,0.9870674014091492,0.9974902868270874,0.9995089769363403
HW1,,整齊,1,0,0,0.9892132878303528,0.0027546680066734552,0.002686276799067855
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,要寫JavaDoc喔><,1,1,1,0.9929457306861877,0.9981957077980042,0.9982742071151733
HW1,,YES,0,0,0,0.001957312226295471,0.0013978466158732772,0.0019160257652401924
HW1,,縮排記得符合規範,1,0,1,0.9121034145355225,0.017937595024704933,0.9978256821632385
HW1,,YES,0,0,0,0.001957312226295471,0.0013978466158732772,0.0019160257652401924
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,YES,0,0,0,0.001957312226295471,0.0013978466158732772,0.0019160257652401924
HW1,,沒寫,0,0,0,0.08338627219200134,0.0006270111189223826,0.0006350701441988349
HW1,,有,0,0,0,0.002295331098139286,0.001247034058906138,0.0016720201820135117
HW1,,"沒有使用space，應使用tab
",1,1,1,0.9857007265090942,0.9955956339836121,0.9995958209037781
HW1,,有,0,0,0,0.002295331098139286,0.001247034058906138,0.0016720201820135117
HW1,,有,0,0,0,0.002295331098139286,0.001247034058906138,0.0016720201820135117
HW1,,有,0,0,0,0.002295331098139286,0.001247034058906138,0.0016720201820135117
